name;short_name;county_id
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" FETEŞTI";"LICEUL TEH""ANGHEL SALIGNY"" FETEŞTI";IALOMIŢA
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"", LOCALITATEA GALATI";"LIC.TEH.""A.SALIGNY"" GL";GALAŢI
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"", MUNICIPIUL PLOIEȘTI";"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" PLOIESTI";PRAHOVA
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" ROȘIORI DE VEDE";"LTH ""ANGHEL SALIGNY"" ROȘIORI DE VEDE";TELEORMAN
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" TULCEA";"LICEUL ""A. SALIGNY"" TULCEA";TULCEA
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" TURȚ";"LTEH ""ANGHEL SALIGNY"" TURȚ";SATU MARE
"Liceul Tehnologic ""Apor Péter"" Târgu Secuiesc";"LIC. TEHN. ""APOR PÉTER"" TÂRGU SECUIESC";COVASNA
LICEUL TEHNOLOGIC ARDUD;LTEH ARDUD;SATU MARE
"LICEUL TEHNOLOGIC ""ARHIMANDRIT CHIRIAC NICOLAU"", COMUNA VÂNĂTORI-NEAMȚ";"L TEH ""ARHIM. CHIRIAC NICOLAU"", VÂNĂTORI-NEAMȚ";NEAMŢ
"LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI";LIC.TEH. ASTRA PITEȘTI;ARGEŞ
"LICEUL TEHNOLOGIC ""AUREL PERSU"" TÎRGU MUREȘ";"LIC. TEHN. ""A. PERSU"" TG. MUREŞ";MUREŞ
"LICEUL TEHNOLOGIC ""AUREL VLAICU"" ARAD";"LICEUL TEHNOLOGIC ""AUREL VLAICU"" ARAD";ARAD
"LICEUL TEHNOLOGIC ""AUREL VLAICU"" CLUJ-NAPOCA";"LICEUL TEHNOLOGIC ""AUREL VLAICU"" CLUJ-NAPOCA";CLUJ
"LICEUL TEHNOLOGIC ""AUREL VLAICU"" LUGOJ";"LIC. TEH. ""A. VLAICU"" MUN.LUGOJ";TIMIŞ
"LICEUL TEHNOLOGIC ""AUREL VLAICU"", MUNICIPIUL GALATI";"LIC.TEH.""A.VLAICU"" GL";GALAŢI
LICEUL TEHNOLOGIC AUTO CÂMPULUNG;LIC.TEH. AUTO CÂMPULUNG;ARGEŞ
LICEUL TEHNOLOGIC AUTO CRAIOVA;LICEUL AUTO CRAIOVA;DOLJ
LICEUL TEHNOLOGIC AUTO CURTEA DE ARGEȘ;LIC.TEH. AUTO CURTEA DE AG;ARGEŞ
LICEUL TEHNOLOGIC ''AUTOMECANICA'' MEDIAȘ;LIC TEHN AUTOMECANICA MEDIAȘ;SIBIU
"LICEUL TEHNOLOGIC ""AVRAM IANCU"" SIBIU";"LIC TEHN ""AVRAM IANCU"" SIBIU";SIBIU
"LICEUL TEHNOLOGIC ""AVRAM IANCU"" TÎRGU MUREȘ";"LIC. TEHN. ""A. IANCU"" TG. MUREŞ";MUREŞ
LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ;LIC TEH ’AXIOPOLIS’ CERNAVODĂ;CONSTANŢA
"LICEUL TEHNOLOGIC ""AZUR"" TIMIȘOARA";"LIC.TEH. ""AZUR"" TIMISOARA";TIMIŞ
LICEUL TEHNOLOGIC BAIA DE FIER;LIC TEH BAIA DE FIER;GORJ
LICEUL TEHNOLOGIC BALTENI;LIC TEH BALTENI;GORJ
"LICEUL TEHNOLOGIC ""BÁNYAI JÁNOS"" ODORHEIU SECUIESC";"GRI ""BANYAI JANOS"" ODORHEI";HARGHITA
"LICEUL TEHNOLOGIC ""BARBU A. ŞTIRBEY"" BUFTEA";"LICEUL TEHNOLOGIC ""BARBU A. ŞTIRBEY"" BUFTEA";ILFOV
"Liceul Tehnologic ""Baróti Szabó Dávid"" Baraolt";"LIC. TEHN. ""BARÓTI SZABÓ DÁVID"" BARAOLT";COVASNA
LICEUL TEHNOLOGIC BARSESTI;LIC TEH BARSESTI;GORJ
LICEUL TEHNOLOGIC BELIU;LICEUL TEHNOLOGIC BELIU;ARAD
LICEUL TEHNOLOGIC BERZOVIA;SO8 BERZOVIA;CARAŞ-SEVERIN
LICEUL TEHNOLOGIC BISTRIȚA;LIC TEH BISTRIȚA;BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""BRAD SEGAL"" TULCEA";"LICEUL ""BRAD SEGAL"" TULCEA";TULCEA
LICEUL TEHNOLOGIC BRATIANU, MUN. DRAGASANI;LIC TEH BRATIANU DRAGASANI;VÂLCEA
LICEUL TEHNOLOGIC BUCECEA;LICEUL TEHNOLOGIC BUCECEA;BOTOŞANI
LICEUL TEHNOLOGIC BUSTUCHIN;LIC TEH BUSTUCHIN;GORJ
LICEUL TEHNOLOGIC CAPITAN NICOLAE PLESOIANU, MUN. RM. VALCEA;LIC TEH PLESOIANU RM.VALCEA;VÂLCEA
"LICEUL TEHNOLOGIC ""CAROL I"", COMUNA VALEA DOFTANEI";"LICEUL TEHNOLOGIC ""CAROL I"", COMUNA VALEA DOFTANE";PRAHOVA
"LICEUL TEHNOLOGIC ""CAROL I"", MUNICIPIUL GALATI";"LIC.TEH.""CAROL I"" GL";GALAŢI
"LICEUL TEHNOLOGIC ""CAROL I"" SLATINA";"LICEUL TEHN ""CAROL I""SLATINA";OLT
LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA;LIC TEH ’C A ROSETTI’ CȚA;CONSTANŢA
LICEUL TEHNOLOGIC ’CARSIUM’ HÂRŞOVA;LIC TEHNOLOGIC ’CARSIUM’ HÂRŞOVA;CONSTANŢA
"LICEUL TEHNOLOGIC ""CEZAR NICOLAU"" BRĂNEȘTI";"LICEUL TEHNOLOGIC ""CEZAR NICOLAU"" BRANESTI";ILFOV
LICEUL TEHNOLOGIC CHIŞINEU CRIŞ;LICEUL TEHNOLOGIC CHIŞINEU CRIŞ;ARAD
LICEUL TEHNOLOGIC CIOBANU;LIC TEH CIOBANU;CONSTANŢA
LICEUL TEHNOLOGIC CISNĂDIE;LIC TEHN CISNĂDIE;SIBIU
"LICEUL TEHNOLOGIC ""CLISURA DUNĂRII"" MOLDOVA NOUĂ";LTH MOLDOVA NOUA;CARAŞ-SEVERIN
LICEUL TEHNOLOGIC COGEALAC;LIC TEH COGEALAC;CONSTANŢA
LICEUL TEHNOLOGIC COJASCA;LICEUL TEHNOLOGIC COJASCA;DÂMBOVIŢA
LICEUL TEHNOLOGIC, COMUNA FILIPEȘTII DE PĂDURE;LICEUL TEHNOLOGIC FILIPESTII DE PADURE;PRAHOVA
LICEUL TEHNOLOGIC COMUNA LOPĂTARI;LIC TEH LOPĂTARI;BUZĂU
LICEUL TEHNOLOGIC COMUNA RUŞEŢU;LIC TEH RUŞEŢU;BUZĂU
LICEUL TEHNOLOGIC COMUNA VERNEŞTI;LIC TEH VERNEŞTI;BUZĂU
LICEUL TEHNOLOGIC ’CONCORD’ CONSTANŢA;LIC TEH ’CONCORD’ CȚA;CONSTANŢA
"LICEUL TEHNOLOGIC ""CONSTANTIN BRANCUSI"" CRAIOVA";LICEUL CONSTANTIN BRANCUSI CRAIOVA;DOLJ
LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU” TÂRGOVIȘTE;LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU” TGV;DÂMBOVIŢA
Liceul Tehnologic ”Constantin Brâncuși”;Lic.Tehn. ”Constantin Brâncuși”;MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" DEJ";"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" DEJ";CLUJ
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" ORADEA";"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" ORADEA";BIHOR
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI";LIC.TEH. C. BRÂNCUȘI PITEȘTI;ARGEŞ
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" SATU MARE";"LTEHN ""CONSTANTIN BRÂNCUȘI"" SM";SATU MARE
"Liceul Tehnologic ""Constantin Brâncuși"" Sfântu Gheorghe";"LIC. TEHN. ""CONSTANTIN BRÂNCUȘI"" SFÂNTU GHEORGHE";COVASNA
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUŞI"" TÂRNĂVENI";"LIC. TEHN. ""C. BRÂNCUŞI"" TÂRNĂVENI";MUREŞ
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" TÎRGU MUREȘ";"LIC. TEHN. ""C. BRÂNCUŞI"" TG. MUREŞ";MUREŞ
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÎNCOVEANU"" SCORNICEȘTI";"LICEUL TEH. ""C.BRINCOVEANU"" SCORNICESTI";OLT
"LICEUL TEHNOLOGIC ""CONSTANTIN BURSAN"" HUNEDOARA";"LIC. TEHN. ""C. BURSAN"" HUNEDOARA";HUNEDOARA
"LICEUL TEHNOLOGIC ""CONSTANTIN CANTACUZINO"", ORAȘUL BĂICOI";"LICEUL TEHNOLOGIC ""C.CANTACUZINO"" BAICOI";PRAHOVA
"LICEUL TEHNOLOGIC ""CONSTANTIN DOBRESCU"" CURTEA DE ARGEȘ";LIC.TEH. CONSTANTIN DOBRESCU CURTEA DE ARGEȘ;ARGEŞ
"LICEUL TEHNOLOGIC ""CONSTANTIN FILIPESCU"" CARACAL";"LICEUL TEHNOLOGIC ""C.FILIPESCU"" CARACAL";OLT
"LICEUL TEHNOLOGIC ""CONSTANTIN GEORGE CALINESCU"" GRADISTEA";"LIC.TEHNOLOGIC ""GEORGE CALINESCU"" GRADISTEA";CĂLĂRAŞI
"LICEUL TEHNOLOGIC ""CONSTANTIN IANCULESCU"" CARCEA";LICEUL CARCEA;DOLJ
"LICEUL TEHNOLOGIC ""CONSTANTIN ISTRATI"", MUNICIPIUL CÂMPINA";"LICEUL ""C.ISTRATI"" CAMPINA";PRAHOVA
"LICEUL TEHNOLOGIC ""CONSTANTIN LUCACI"" BOCŞA";"LTH ""CONSTANTIN LUCACI"" BOCŞA";CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC ""CONSTANTIN NICOLAESCU-PLOPSOR"" PLENITA";LICEUL PLENITA;DOLJ
LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI;LIC.TEH. CONSTRUCȚII MAȘINI MIOVENI;ARGEŞ
"LICEUL TEHNOLOGIC CONSTRUCȚII ȘI ARHITECTURĂ ""CAROL I"" SIBIU";"LIC TEHN C-ȚII ȘI ARH ""CAROL I"" SIBIU";SIBIU
LICEUL TEHNOLOGIC CORBU;GRI CORBU;HARGHITA
LICEUL TEHNOLOGIC CORUND;GRI CORUND;HARGHITA
"LICEUL TEHNOLOGIC ""COSTACHE CONACHI"", COMUNA PECHEA";"LIC.TEH.""C.CONACHI"" PECHEA";GALAŢI
LICEUL TEHNOLOGIC COSTEȘTI;LIC.TEH. COSTEȘTI;ARGEŞ
"LICEUL TEHNOLOGIC ""COSTIN D. NENITESCU"" CRAIOVA";LICEUL COSTIN D. NENITESCU CRAIOVA;DOLJ
LICEUL TEHNOLOGIC COŢUŞCA;LICEUL TEHNOLOGIC COŢUŞCA;BOTOŞANI
LICEUL TEHNOLOGIC CRÂMPOIA;LICEUL TEHNOLOGIC CRÂMPOIA;OLT
"LICEUL TEHNOLOGIC ""CRISTOFOR NAKO"" SÂNNICOLAU MARE";LIC.TEHN. C. NAKO SANNICOLAU MARE;TIMIŞ
"LICEUL TEHNOLOGIC ""CRIȘAN"" CRIȘCIOR";"LICEUL TEHNOLOGIC ""CRIȘAN"" CRIȘCIOR";HUNEDOARA
LICEUL TEHNOLOGIC CRUCEA;LIC TEHNOLOGIC CRUCEA;CONSTANŢA
"LICEUL TEHNOLOGIC ""CSEREY-GOGA"" CRASNA";"LIC.TEHNOLOGIC ""CSEREY-GOGA"" CRASNA";SĂLAJ
"LICEUL TEHNOLOGIC ""C-TIN BRANCUSI""- PESTISANI";"LIC TEH ""C.BRANCUSI"" PESTISANI";GORJ
"Liceul Tehnologic ""Dacia""";"Lic. Tehnol. ""Dacia""";MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC ""DACIA"" CARANSEBEŞ";LTH DACIA CARANSEBES;CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI";LIC.TEH. DACIA PITEȘTI;ARGEŞ
"LICEUL TEHNOLOGIC ""DAN MATEESCU"" CALARASI";"LIC. TEHNOLOGIC ""DAN MATEESCU"" CALARASI";CĂLĂRAŞI
"LICEUL TEHNOLOGIC ""DANUBIUS"" CORABIA";"LICEUL TEHN ""DANUBIUS"" CORABIA";OLT
LICEUL TEHNOLOGIC DĂRMĂNEŞTI;LICEUL TEHNOLOGIC DĂRMĂNEŞTI;BACĂU
LICEUL TEHNOLOGIC DE CONSTRUCŢII ŞI PROTECŢIA MEDIULUI ARAD;LICEUL TEHNOLO.CONSTRUCŢII PROTECŢIA MEDIULUI ARAD;ARAD
"LICEUL TEHNOLOGIC DE ELECTRONICĂ ŞI AUTOMATIZĂRI ""CAIUS IACOB"" ARAD";"LICEUL TEHNOLOGIC ""CAIUS IACOB"" ARAD";ARAD
"LICEUL TEHNOLOGIC DE ELECTRONICĂ ŞI TELECOMUNICAŢII ""GHEORGHE MÂRZESCU"", IAŞI";LIC TEH ETC IASI;IAŞI
LICEUL TEHNOLOGIC DE ELECTROTEHNICĂ ŞI TELECOMUNICAŢII CONSTANŢA;LIC TEHNOLOGIC DE ELECTROTEHNICĂ TELECOMUNICAŢII;CONSTANŢA
LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ARAD;LICEUL TEHNOLOGIC INDUSTRIE ALIMENTARĂ ARAD;ARAD
LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ FETEŞTI;LICEUL TEH.DE IND.ALIM.FETEŞTI;IALOMIŢA
"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ""GEORGE EMIL PALADE"" SATU MARE";"LTEHN ""GEORGE EMIL PALADE” SM";SATU MARE
"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ""TEREZIANUM"" SIBIU";"LIC TEHN IND ALIM ""TEREZIANUM"" SIBIU";SIBIU
LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ TIMIȘOARA;LIC. TEH. DE IND. ALIMENTARA TIMISOARA;TIMIŞ
LICEUL TEHNOLOGIC DE MECATRONICĂ ȘI AUTOMATIZĂRI, IAȘI;LTMA IASI;IAŞI
LICEUL TEHNOLOGIC DE MESERII ȘI SERVICII MUNICIPIUL BUZĂU;LIC.TEH.MESERII;BUZĂU
"Liceul Tehnologic de Metrologie ""Traian Vuia""";"Lic. Tehnol. de Metrologie ""Traian Vuia""";MUNICIPIUL BUCUREŞTI
LICEUL TEHNOLOGIC DE SERVICII BISTRIȚA;LIC TEH DE SERV BISTRIȚA;BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC DE SERVICII ""SFÂNTUL APOSTOL ANDREI"", MUNICIPIUL PLOIEȘTI";"LICEUL TEHNOLOGIC ""SF. APOSTOL ANDREI"" PLOIESTI";PRAHOVA
"LICEUL TEHNOLOGIC DE SILVICULTURĂ ȘI AGRICULTURĂ ""CASA VERDE"" TIMIȘOARA";"LIC. TEH. SILVIC ""CASA VERDE"" TIMISOARA";TIMIŞ
"LICEUL TEHNOLOGIC DE TRANSPORT FEROVIAR ""ANGHEL SALIGNY"" SIMERIA";"LICEUL TEHNOLOGIC TF.""ANGHEL SALIGNY"" SIMERIA";HUNEDOARA
LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO BAIA SPRIE;LTEHN TRANSP AUTO BS;MARAMUREŞ
LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO CRAIOVA;LICEUL DE TRANSPORTURI AUTO CRAIOVA;DOLJ
"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO ""HENRI COANDĂ"" ARAD";"LICEUL TEHNOLOGIC TRANSP. AUTO ""H. COANDĂ"" ARAD";ARAD
LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO TÂRGOVIȘTE;LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO TÂRGOVIȘTE;DÂMBOVIŢA
LICEUL TEHNOLOGIC DE TRANSPORTURI, MUNICIPIUL PLOIEȘTI;LICEUL TEHNOLOGIC DE TRANSPORTURI PLOIESTI;PRAHOVA
LICEUL TEHNOLOGIC DE TRANSPORTURI ȘI DE CONSTRUCȚII, IAŞI;LIC TEH TRANSP SI CONSTR IASI;IAŞI
LICEUL TEHNOLOGIC DE TURISM, ORAS CALIMANESTI;LIC TEH TURISM CALIMANESTI;VÂLCEA
LICEUL TEHNOLOGIC DE TURISM SI ALIMENTATIE ARIESENI;LIC.TEH. ARIESENI;ALBA
LICEUL TEHNOLOGIC DE VEST TIMIȘOARA;LIC. TEH. VEST TIMISOARA;TIMIŞ
"LICEUL TEHNOLOGIC „DECEBAL""";LIC.TEH. DECEBAL;MEHEDINŢI
"LICEUL TEHNOLOGIC ""DECEBAL"" CARANSEBEŞ";"LTH ""DECEBAL"" CARANSEBEŞ";CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC „DIERNA""";LIC.TEH. DIERNA;MEHEDINŢI
LICEUL TEHNOLOGIC ”DIMITRIE BOLINTINEANU” BOLINTIN VALE;"LIC.TEHN.""DIMITRIE BOLINTINEANU""";GIURGIU
"LICEUL TEHNOLOGIC ""DIMITRIE CANTEMIR"", SAT FĂLCIU";LIC_TEHN FĂLCIU;VASLUI
"LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI";LIC.TEH. DIMITRIE DIMA PITEȘTI;ARGEŞ
"LICEUL TEHNOLOGIC ""DIMITRIE FILIPESCU"" MUNICIPIUL BUZĂU";LIC.TEH.FILIPESCU;BUZĂU
"LICEUL TEHNOLOGIC ""DIMITRIE FILISANU"" FILIASI";LICEUL FILIASI;DOLJ
"Liceul Tehnologic ""Dimitrie Gusti""";"Lic. Tehn. ""Dimitrie Gusti""";MUNICIPIUL BUCUREŞTI
LICEUL TEHNOLOGIC ’DIMITRIE LEONIDA’ CONSTANŢA;LIC TEHNOLOGIC ’DIMITRIE LEONIDA’ CȚA;CONSTANŢA
"LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"", IAŞI";"LIC TEH ""D. LEONIDA"" IASI";IAŞI
"LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"", MUNICIPIUL PIATRA-NEAMȚ";LTDL, PIATRA NEAMȚ;NEAMŢ
"LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"" PETROȘANI";"LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"" PETROȘANI";HUNEDOARA
"LICEUL TEHNOLOGIC ""DIMITRIE PETRESCU"" CARACAL";"LICEUL TEHN ""D.PETRESCU"" CARACAL";OLT
"LICEUL TEHNOLOGIC ""DINU BRĂTIANU"" ȘTEFĂNEȘTI";LIC.TEH. DINU BRĂTIANU ȘTEFĂNEȘTI;ARGEŞ
"LICEUL TEHNOLOGIC ""DOAMNA CHIAJNA"" ROȘU - CHIAJNA";"LICEUL TEHNOLOGIC ""DOAMNA CHIAJNA"" ROSU";ILFOV
LICEUL TEHNOLOGIC ’DOBROGEA’ CASTELU;LIC TEH ’DOBROGEA’ CASTELU;CONSTANŢA
"LICEUL TEHNOLOGIC „DOMNUL TUDOR""";LIC.TEH. DOMNUL TUDOR;MEHEDINŢI
"LICEUL TEHNOLOGIC ""DOMOKOS KAZMER"" SOVATA";"LIC. TEHN. ""D. KAZMER"" SOVATA";MUREŞ
"LICEUL TEHNOLOGIC ""DORIN PAVEL"" ALBA IULIA";"LIC. TEHN. ""DORIN PAVEL"" ALBA IULIA";ALBA
LICEUL TEHNOLOGIC DORNA CANDRENILOR;LICEUL TEHNOLOGIC DORNA CANDRENILOR;SUCEAVA
"LICEUL TEHNOLOGIC ""DR. FLORIAN ULMEANU"" ULMENI";LTH DR F ULMEANU ULMENI;MARAMUREŞ
Liceul Tehnologic 'Dr. Ioan Șenchea' Făgăraș;Liceul Tehnologic 'I. Șenchea' Făgăraș;BRAŞOV
"Liceul Tehnologic ""Dragomir Hurmuzescu""";"Lic.Tehn. ""Dragomir Hurmuzescu""";MUNICIPIUL BUCUREŞTI
LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA;LIC TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA;CONSTANŢA
LICEUL TEHNOLOGIC DRĂGĂNEȘTI-OLT;LICEUL TEH. DRAGANESTI-OLT;OLT
LICEUL TEHNOLOGIC DRĂGĂNEȘTI-VLAȘCA;LTH DRĂGĂNEȘTI-VLAȘCA;TELEORMAN
LICEUL TEHNOLOGIC ”DR.C. ANGELESCU” GĂEȘTI;LICEUL TEHNOLOGIC ”DR.C. ANGELESCU” GĂEȘTI;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""DUILIU ZAMFIRESCU"" DRAGALINA";"LIC. TEHNOLOGIC ""DUILIU ZAMFIRESCU"" DRAGALINA";CĂLĂRAŞI
"LICEUL TEHNOLOGIC ""DUMITRU DUMITRESCU"" BUFTEA";"LICEUL TEHNOLOGIC ""DUMITRU DUMITRESCU"" BUFTEA";ILFOV
"LICEUL TEHNOLOGIC ""DUMITRU MANGERON"" BACĂU";"LICEUL TEHNOLOGIC ""DUMITRU MANGERON"" BACĂU";BACĂU
LICEUL TEHNOLOGIC ECONOMIC DE TURISM, IAŞI;LIC EC DE TURISM IASI;IAŞI
"LICEUL TEHNOLOGIC ECONOMIC ""ELINA MATEI BASARAB"" MUNICIPIUL RÎMNICU SĂRAT";LIC.TEH.ECONOMIC RS;BUZĂU
"LICEUL TEHNOLOGIC ECONOMIC ""NICOLAE IORGA"", PAŞCANI";"LIC ""NICOLAE IORGA"" PASCANI";IAŞI
"LICEUL TEHNOLOGIC ECONOMIC ""VIRGIL MADGEARU"", IAŞI";"LIC EC ""V. MADGEARU"" IASI";IAŞI
"LICEUL TEHNOLOGIC ""EDMOND NICOLAU"" BRĂILA";"LICEUL TEHNOLOGIC ""EDMOND NICOLAU"" BRĂILA";BRĂILA
"LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ";"LIC. TEHN. ""ELECTROMUREŞ"" TG. MUREŞ";MUREŞ
LICEUL TEHNOLOGIC ”ELECTROTIMIȘ” TIMIȘOARA;LIC.TEH.”ELECTROTIMIȘ” TIMISOARA;TIMIŞ
"LICEUL TEHNOLOGIC ""ELENA CARAGIANI"", LOCALITATEA TECUCI";"LIC.TEH.""E.CARAGIANI"" TC";GALAŢI
"Liceul Tehnologic ""Elie Radu""";"Lic.Tehn. ""Elie Radu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC ""ELIE RADU"" BOTOSANI";"LICEUL TEHNOLOGIC ""ELIE RADU"" BOTOSANI";BOTOŞANI
"LICEUL TEHNOLOGIC ""ELISA ZAMFIRESCU"" SATU MARE";"LTEH ""ELISA ZAMFIRESCU"" SM";SATU MARE
"LICEUL TEHNOLOGIC ""EMIL RACOVIȚĂ"" ROȘIORI DE VEDE";"LTH ""EMIL RACOVIȚĂ"" ROȘIORI DE VEDE";TELEORMAN
"LICEUL TEHNOLOGIC ENERGETIC ""DRAGOMIR HURMUZESCU"" DEVA";"LICEUL TEHNOLOGIC ENERGETIC ""D. HURMUZESCU"" DEVA";HUNEDOARA
"LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI";"LICEUL TEHNIC ""ELIE RADU"" PLOIESTI";PRAHOVA
LICEUL TEHNOLOGIC ENERGETIC, MUNICIPIUL CÂMPINA;LICEUL TEHNOLOGIC ENERGETIC CAMPINA;PRAHOVA
"LICEUL TEHNOLOGIC ENERGETIC ""REGELE FERDINAND I "" TIMIȘOARA";"LIC.TEH. ""REGELE FERDINAND I"" TIMISOARA";TIMIŞ
"LICEUL TEHNOLOGIC ""EÖTVÖS JÓZSEF"" ODORHEIU SECUIESC";"GRI ""EOTVOS JOZSEF"" ODORHEI";HARGHITA
"LICEUL TEHNOLOGIC ""EREMIA GRIGORESCU"" MARASESTI";"LIC. TEHN. ""EREMIA GRIGORESCU"" MARASESTI";VRANCEA
"LICEUL TEHNOLOGIC ""EREMIA GRIGORESCU"", ORAS TG.BUJOR";"LIC.TEH.""E.GRIGORESCU"" TG.BUJOR";GALAŢI
LICEUL TEHNOLOGIC FĂGET;LICEUL TEHNOLOGIC FĂGET;BACĂU
LICEUL TEHNOLOGIC FELDRU;LIC TEH FELDRU;BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""FELIX"" SÂNMARTIN";"LICEUL TEHNOLOGIC ""FELIX"" SÂNMARTIN";BIHOR
"LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ";LIC.TEH. FERDINAND I CURTEA DE ARGEȘ;ARGEŞ
LICEUL TEHNOLOGIC FERDINAND I, MUN. RM. VALCEA;LIC TEH FERDINAND I RM. VALCEA;VÂLCEA
LICEUL TEHNOLOGIC FIERBINŢI-TÂRG;LICEUL TEH.FIERBINŢI-TÂRG;IALOMIŢA
"LICEUL TEHNOLOGIC ""FLORIAN PORCIUS"" RODNA";"LIC TEH ""F.PORCIUS"" RODNA";BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""FOGARASY MIHÁLY"" GHEORGHENI";"GRI ""FOGARASY"" GHEORGHENI";HARGHITA
LICEUL TEHNOLOGIC FORESTIER, MUN. RM. VALCEA;LIC TEHN FORESTIER, MUN. RM. VALCEA;VÂLCEA
LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI;LTH FORESTIER SIGHET;MARAMUREŞ
"LICEUL TEHNOLOGIC ""FRANCISC NEUMAN"" ARAD";"LICEUL TEHNOLOGIC ""FRANCISC NEUMAN"" ARAD";ARAD
"Liceul Tehnologic ""Gábor Áron"" Târgu Secuiesc";"LIC. TEHN. ""GÁBOR ÁRON"" TÂRGU SECUIESC";COVASNA
"LICEUL TEHNOLOGIC ""GÁBOR ÁRON"" VLĂHIȚA";"GRI ""GABOR ARON"" VLAHITA";HARGHITA
"LICEUL TEHNOLOGIC ""GENERAL DAVID PRAPORGESCU"" TURNU MĂGURELE";"LTH ""G-RAL DAVID PRAPORGESCU"" TURNU MĂGURELE";TELEORMAN
"LICEUL TEHNOLOGIC ""GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN"", LOCALITATEA GALATI";LIC.TEH.MARINA GL;GALAŢI
LICEUL TEHNOLOGIC GENERAL MAGHERU, MUN. RM. VALCEA;LIC TEH G. MAGHERU RM.VALCEA;VÂLCEA
"LICEUL TEHNOLOGIC ""GEORGE BARIȚIU"" LIVADA";"LTEH ""GEORGE BARIȚIU"" LIVADA";SATU MARE
"LICEUL TEHNOLOGIC ""GEORGE BIBESCU"" CRAIOVA";LICEUL GEORGE BIBESCU CRAIOVA;DOLJ
"LICEUL TEHNOLOGIC ""GEORGETA J.CANCICOV"" PARINCEA";"LICEUL TEHNOLOGIC ""GEORGETA J.CANCICOV"" PARINCEA";BACĂU
"LICEUL TEHNOLOGIC ""GEORGIANA"" ORADEA";"LICEUL TEHNOLOGIC ""GEORGIANA"" ORADEA";BIHOR
