name;short_name;county_id
"LICEUL TEORETIC ""APACZAI CSERE JANOS"" CLUJ-NAPOCA";"LICEUL TEORETIC ""APACZAI CSERE JANOS"" CLUJ-NAPOCA";CLUJ
"LICEUL TEORETIC ""ARANY JANOS"" SALONTA";"LICEUL TEORETIC ""ARANY JANOS"" SALONTA";BIHOR
"Liceul Teoretic ""Atlas""";"Lic. Teor. ""Atlas""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""AUREL LAZĂR"" ORADEA";"LICEUL TEORETIC ""AUREL LAZĂR"" ORADEA";BIHOR
"LICEUL TEORETIC ""AUREL VLAICU"", ORAȘUL BREAZA";"LICEUL TEORETIC ""AUREL VLAICU"" BREAZA";PRAHOVA
"LICEUL TEORETIC ""AUREL VLAICU"" ORĂȘTIE";"LICEUL TEORETIC ""AUREL VLAICU"" ORĂȘTIE";HUNEDOARA
"LICEUL TEORETIC ""AVRAM IANCU"" BRAD";"LICEUL TEORETIC ""AVRAM IANCU"" BRAD";HUNEDOARA
"LICEUL TEORETIC ""AVRAM IANCU"" CLUJ-NAPOCA";"LICEUL TEORETIC ""AVRAM IANCU"" CLUJ-NAPOCA";CLUJ
"LICEUL TEORETIC ""AXENTE SEVER"" MEDIAŞ";"LIC TEOR ""A.SEVER"" MEDIAȘ";SIBIU
"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA";LIC.TEOR. ”BARTÓK BÉLA” TIMISOARA;TIMIŞ
"LICEUL TEORETIC ""BATHORY ISTVAN"" CLUJ-NAPOCA";"LICEUL TEORETIC ""BATHORY ISTVAN"" CLUJ-NAPOCA";CLUJ
LICEUL TEORETIC BĂNEASA;LIC TEO BĂNEASA;CONSTANŢA
LICEUL TEORETIC BECHET;LICEUL BECHET;DOLJ
"Liceul Teoretic ""Benjamin Franklin""";"Lic.Teor. ""Benjamin Franklin""";MUNICIPIUL BUCUREŞTI
Liceul Teoretic Bilingv ”Ita Wegman”;Lic.Teor.Bilingv ”Ita Wegman”;MUNICIPIUL BUCUREŞTI
"Liceul Teoretic Bilingv ""Miguel de Cervantes""";"LICEUL TEOR. BILINGV ""M. DE CERVANTES""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC BILINGV ROMÂNO-CROAT CARAŞOVA;LIC BILINGV ROMANO-CROAT CARASOVA;CARAŞ-SEVERIN
"LICEUL TEORETIC ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI";"LIC. TEOR. ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI";MUREŞ
"LICEUL TEORETIC ""BOGDAN VODA"" VISEU DE SUS";LT B VODA VISEU;MARAMUREŞ
"LICEUL TEORETIC ""BOGDAN VODĂ"", HĂLĂUCEŞTI";LIC HALAUCESTI;IAŞI
"LICEUL TEORETIC ""BOLYAI FARKAS"" TÎRGU MUREȘ";"LIC. TEOR. ""BOLYAI FARKAS"" TG. MUREŞ";MUREŞ
"LICEUL TEORETIC ""BRASSAI SAMUEL"" CLUJ-NAPOCA";"LICEUL TEORETIC ""BRASSAI SAMUEL"" CLUJ-NAPOCA";CLUJ
"LICEUL TEORETIC ""BRÂNCOVEANU VODĂ"", ORAȘUL URLAȚI";"LICEUL TEORETIC ""BRANCOVEANU VODA"" URLATI";PRAHOVA
"Liceul Teoretic Bulgar ""Hristo Botev""";"Lic. Teo. Bulgar ""Hristo Botev""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC BUZIAȘ;LIC. TEOR. BUZIAS;TIMIŞ
Liceul Teoretic ”C.A. Rosetti”;Lic.Teor. ”C.A.Rosetti”;MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC ’CALLATIS’ MANGALIA;LIC TEO ’CALLATIS’ MANGALIA;CONSTANŢA
LICEUL TEORETIC CAREI;LIT CAREI;SATU MARE
LICEUL TEORETIC ’CARMEN SYLVA’ EFORIE;LIC TEORETIC ’CARMEN SYLVA’ EFORIE;CONSTANŢA
"LICEUL TEORETIC ""CAROL I"" FETEŞTI";"LICEUL TEO.""CAROL I"" FETEŞTI";IALOMIŢA
LICEUL TEORETIC CENTRUL DE STUDII ,,STEFAN CEL MARE SI SFANT''- BOTOSANI;LIC T CENTR DE STUDII STEFAN CEL MARE SI SFANT BT;BOTOŞANI
LICEUL TEORETIC CERMEI;LICEUL TEORETIC CERMEI;ARAD
LICEUL TEORETIC, COM. GRADISTEA;LIC TEO GRADISTEA;VÂLCEA
LICEUL TEORETIC, COM. MACIUCA;LIC.TEORETIC MACIUCA;VÂLCEA
LICEUL TEORETIC, COMUNA FILIPEȘTII DE PĂDURE;LICEUL TEORETIC FILIPESTI PADURE;PRAHOVA
"LICEUL TEORETIC ""CONSTANTIN ANGELESCU""";"LICEUL TEORETIC ""CONSTANTIN ANGELESCU""";BRĂILA
"LICEUL TEORETIC ""CONSTANTIN BRANCOVEANU"" DABULENI";LICEUL DABULENI;DOLJ
"LICEUL TEORETIC ""CONSTANTIN BRĂTESCU"" ISACCEA";"LICEUL ""C. BRĂTESCU"" ISACCEA";TULCEA
"LICEUL TEORETIC ""CONSTANTIN BRÂNCOVEANU"" BACĂU";"LIC.TEO. ""C-TIN BRÂNCOVEANU"" BACĂU";BACĂU
"LICEUL TEORETIC ""CONSTANTIN NOICA"" ALEXANDRIA";"LTE ""CONSTANTIN NOICA"" ALEXANDRIA";TELEORMAN
"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU";"LIC TEOR ""C.NOICA"" SIBIU";SIBIU
"LICEUL TEORETIC ""CONSTANTIN ROMANU VIVU"" TEACA";"LIC TEO ""C.R.VIVU"" TEACA";BISTRIŢA-NĂSĂUD
"LICEUL TEORETIC ""CONSTANTIN ȘERBAN"" ALEȘD";"LICEUL TEORETIC ""CONSTANTIN ȘERBAN"" ALEȘD";BIHOR
"LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ";LIC.TEO. ’C.BREDICEANU’ MUN.LUGOJ;TIMIŞ
LICEUL TEORETIC COSTEȘTI;LIC.TEOR. COSTEȘTI;ARGEŞ
"LICEUL TEORETIC CREȘTIN ""PRO DEO"" CLUJ-NAPOCA";"LICEUL TEORETIC CREȘTIN ""PRO DEO"" CLUJ-NAPOCA";CLUJ
"Liceul Teoretic ""C-tin Brâncoveanu""";"Lic. Teo. ""C-tin Brâncoveanu""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC CUJMIR;LIC.TEO. CUJMIR;MEHEDINŢI
"LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG";LIC.TEOR. DAN BARBILIAN CÂMPULUNG;ARGEŞ
"Liceul Teoretic ""Dante Alighieri""";"Lic.Teor. ""Dante Alighieri""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""DAVID PRODAN"" CUGIR";"LIC.TEO.""D.P."" CUGIR";ALBA
"LICEUL TEORETIC ""DAVID VONIGA"" GIROC";"LIC.TEOR. ""DAVID VONIGA"" GIROC";TIMIŞ
"LICEUL TEORETIC DE INFORMATICĂ ""GRIGORE MOISIL"", IAŞI";"LIC ""GR. MOISIL"" IASI";IAŞI
"Liceul Teoretic ""Decebal""";"Lic.Teor.""Decebal""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC ’DECEBAL’ CONSTANŢA;LIC TEORETIC ’DECEBAL’ CȚA;CONSTANŢA
"Liceul Teoretic ""Dimitrie Bolintineanu""";"Lic. Teo. ""Dimitrie Bolintineanu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""DIMITRIE CANTEMIR"", IAŞI";"LIC ""D.CANTEMIR"" IASI";IAŞI
"LICEUL TEORETIC ""DOSITEI OBRADOVICI"" TIMIȘOARA";LIC.TEOR.’D. OBRADOVICI’ TIMISOARA;TIMIŞ
"LICEUL TEORETIC ""DR. I. C. PARHON"", MUNICIPIUL PIATRA-NEAMȚ";"LT ""DR. I.C. PARHON"", PIATRA-NEAMȚ";NEAMŢ
"LICEUL TEORETIC ""DR. LIND"" CÂMPENIȚA";"LIC. TEOR. ""DR. LIND"" CÂMPENIŢA";MUREŞ
"LICEUL TEORETIC ""DR. MIHAI CIUCA"" SAVENI";"LICEUL TEORETIC ""DR. MIHAI CIUCA"" SAVENI";BOTOŞANI
"Liceul Teoretic ""Dr. Mioara Mincu""";"Liceul Teoretic ""Dr. Mioara Mincu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""DR.P. BOROS FORTUNAT"" ZETEA";"LIT ""DR.P. BOROS FORTUNAT"" ZETEA";HARGHITA
"LICEUL TEORETIC ""DR.VICTOR GOMOIU""";"LIC.TEO.""DR.V.GOMOIU""";MEHEDINŢI
"LICEUL TEORETIC ""DUILIU ZAMFIRESCU"" ODOBESTI";"LIC. TEOR. ""DUILIU ZAMFIRESCU"" ODOBESTI";VRANCEA
"LICEUL TEORETIC ""DUMITRU TĂUȚAN"" FLOREȘTI";"LICEUL TEORETIC ""DUMITRU TĂUȚAN"" FLOREȘTI";CLUJ
"LICEUL TEORETIC ""DUNAREA"", LOCALITATEA GALATI";"LIC.TEO.""DUNAREA"" GL";GALAŢI
LICEUL TEORETIC ’EDUCATIONAL CENTER’ CONSTANŢA;LIC TEORETIC ’EDUCATIONAL CENTER’ CȚA;CONSTANŢA
LICEUL TEORETIC „EFTIMIE MURGU“ BOZOVICI;LIC TEORETIC „EFTIMIE MURGU“ BOZOVICI;CARAŞ-SEVERIN
"LICEUL TEORETIC ""ELF"" CLUJ-NAPOCA";"LICEUL TEORETIC ""ELF"" CLUJ-NAPOCA";CLUJ
"LICEUL TEORETIC ""EMIL RACOVITA"" BAIA MARE";LT E RACOVITA BM;MARAMUREŞ
"LICEUL TEORETIC ""EMIL RACOVITA"", LOCALITATEA GALATI";"LIC.TEO.""E.RACOVITA"" GL";GALAŢI
"LICEUL TEORETIC ""EMIL RACOVIȚĂ"", MUN. VASLUI";LIT EMIL RACOVIȚĂ;VASLUI
LICEUL TEORETIC ’EMIL RACOVIŢĂ’ TECHIRGHIOL;LIC TEORETIC TECHIRGHIOL;CONSTANŢA
"Liceul Teoretic ""Eugen Lovinescu""";"Lic. Teor. ""Eugen Lovinescu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""EUGEN PORA"" CLUJ-NAPOCA";"LICEUL TEORETIC ""EUGEN PORA"" CLUJ-NAPOCA";CLUJ
"LICEUL TEORETIC ""FILADELFIA"" SUCEAVA";"LICEUL TEORETIC ""FILADELFIA"" SUCEAVA";SUCEAVA
"LICEUL TEORETIC ""GABRIEL ŢEPELEA"" BOROD";"LIT ""GABRIEL ŢEPELEA"" BOROD";BIHOR
LICEUL TEORETIC GĂTAIA;LIC.TEOR. GATAIA;TIMIŞ
"LICEUL TEORETIC ""GELU VOIEVOD"" GILĂU";"LICEUL TEORETIC ""GELU VOIEVOD"" GILĂU";CLUJ
"LICEUL TEORETIC ""GENERAL DRAGALINA"" ORAVIȚA";LIC TEORETIC GENERAL DRAGALINA ORAVITA;CARAŞ-SEVERIN
"Liceul Teoretic ""Genesis College""";Liceul Genesis;MUNICIPIUL BUCUREŞTI
"Liceul Teoretic ""George Călinescu""";"Lic. Teo. ""G. Călinescu""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA;LIC TEORETIC ’GEORGE CĂLINESCU’ CȚA;CONSTANŢA
LICEUL TEORETIC ’GEORGE EMIL PALADE’ CONSTANŢA;LIC TEORETIC ’G E PALADE’ CȚA;CONSTANŢA
Liceul Teoretic 'George Moroianu' Săcele;Liceul Teoretic 'G. Moroianu' Săcele;BRAŞOV
"LICEUL TEORETIC ""GEORGE POP DE BASESTI"" BAIA MARE";LT G POP DE BASESTI BM;MARAMUREŞ
"LICEUL TEORETIC ""GEORGE POP DE BASESTI"" SIGHETU MARMATIEI";LT G POP DE BASESTI SIGHET;MARAMUREŞ
"LICEUL TEORETIC ""GEORGE POP DE BASESTI"" TARGU LAPUS";LT G POP DE BASESTI TG LAPUS;MARAMUREŞ
"LICEUL TEORETIC ""GEORGE POP DE BASESTI"" ULMENI";LT G POP DE BASESTI ULMENI;MARAMUREŞ
"LICEUL TEORETIC ""GEORGE POP DE BASESTI"" VISEU DE SUS";LT G POP DE BASESTI VISEU;MARAMUREŞ
"LICEUL TEORETIC ""GEORGE POP DE BĂSEȘTI"" SATU MARE";"LIC ""GEORGE POP DE BĂSEȘTI"" SM";SATU MARE
"LICEUL TEORETIC ""GEORGE ST. MARINCU"" POIANA MARE";LICEUL POIANA MARE;DOLJ
"LICEUL TEORETIC ""GEORGE VÂLSAN""";"LICEUL TEORETIC ""GEORGE VÂLSAN""";BRĂILA
"LICEUL TEORETIC GERMAN ""FRIEDRICH SCHILLER"" ORADEA";"LICEUL TEORETIC GERMAN ""FRIEDRICH SCHILLER"" ORADEA";BIHOR
"LICEUL TEORETIC GERMAN ""JOHANN ETTINGER"" SATU MARE";"LTG ""JOHANN ETTINGER"" SM";SATU MARE
"LICEUL TEORETIC ""GH. VASILICHI"" CETATE";LICEUL GH. VASILICHI CETATE;DOLJ
LICEUL TEORETIC GHELARI;LICEUL TEORETIC GHELARI;HUNEDOARA
"LICEUL TEORETIC ""GHEORGHE IONESCU ȘIȘEȘTI""";"LIC.TEOR.""GH.IONESCU-SISESTI""";MEHEDINŢI
"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG";"LIC TEOR ""GH.LAZĂR"" AVRIG";SIBIU
"LICEUL TEORETIC ""GHEORGHE LAZĂR"" PECICA";"LICEUL TEORETIC ""GHEORGHE LAZĂR"" PECICA";ARAD
"LICEUL TEORETIC ""GHEORGHE MARINESCU"" TÎRGU MUREȘ";"LIC. TEOR. ""G. MARINESCU"" TG. MURES";MUREŞ
"LICEUL TEORETIC ""GHEORGHE MUNTEANU MURGOCI"" MĂCIN";"LICEUL ""G. M. MURGOCI"" MĂCIN";TULCEA
LICEUL TEORETIC GHEORGHE SURDU, ORAS BREZOI;LIC TEO GH. SURDU BREZOI;VÂLCEA
"LICEUL TEORETIC ""GRIGORE ANTIPA"" BOTOSANI";"LICEUL TEORETIC ""GRIGORE ANTIPA"" BOTOSANI";BOTOŞANI
"LICEUL TEORETIC ""GRIGORE GHEBA"" DUMITRESTI";"LIC. TEOR. ""GRIGORE GHEBA"" DUMITRESTI";VRANCEA
"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA";LIC.TEOR. GR.MOISIL TIMISOARA;TIMIŞ
"LICEUL TEORETIC ""GRIGORE MOISIL"" TULCEA";"LICEUL ""G. MOISIL"" TULCEA";TULCEA
"LICEUL TEORETIC ""GRIGORE TOCILESCU"", ORAȘUL MIZIL";"LICEUL TEORETIC ""G.TOCILESCU"" MIZIL";PRAHOVA
"LICEUL TEORETIC ""GUSTAV GUNDISCH"" CISNĂDIE";"LIC TEOR ""G.GUNDISCH"" CISNĂDIE";SIBIU
"LICEUL TEORETIC ""HARUL"" LUGOJ";"LIC.TEO.""HARUL"" LUGOJ";TIMIŞ
"LICEUL TEORETIC ""HENRI COANDA"" CRAIOVA";LICEUL HENRI COANDA CRAIOVA;DOLJ
"LICEUL TEORETIC ""HENRI COANDĂ"" BACĂU";"LICEUL TEORETIC ""HENRI COANDĂ"" BACĂU";BACĂU
"LICEUL TEORETIC ""HENRI COANDĂ"" DEJ";"LICEUL TEORETIC ""HENRI COANDĂ"" DEJ";CLUJ
"LICEUL TEORETIC ""HENRI COANDĂ"" FELDRU";"LIC TEO ""H.COANDĂ"" FELDRU";BISTRIŢA-NĂSĂUD
"LICEUL TEORETIC ""HENRI COANDĂ"" ORADEA";"LICEUL TEORETIC ""HENRI COANDĂ"" ORADEA";BIHOR
"LICEUL TEORETIC ""HENRI COANDĂ"" TIMIȘOARA";"LIC.PARTIC. ""H.COANDA"" TIMISOARA";TIMIŞ
"LICEUL TEORETIC ""HOREA CLOȘCA ȘI CRIȘAN"" CLUJ-NAPOCA";"LICEUL TEORETIC ""HOREA CLOȘCA ȘI CRIȘAN"" CLUJ-N";CLUJ
"LICEUL TEORETIC ""HORIA HULUBEI"" MĂGURELE";"LICEUL TEORETIC ""HORIA HULUBEI"" MĂGURELE";ILFOV
"LICEUL TEORETIC ""HORVATH JANOS"" MARGHITA";"LICEUL TEORETIC ""HORVATH JANOS"" MARGHITA";BIHOR
"Liceul Teoretic ""Hyperion""";Liceul Hyperion;MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG";"LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG";HUNEDOARA
LICEUL TEORETIC ”IANCU C VISSARION” TITU;LICEUL TEORETIC ”IANCU C VISSARION” TITU;DÂMBOVIŢA
Liceul Teoretic 'I.C. Drăgușanu' Victoria;Liceul Teoretic Victoria;BRAŞOV
"LICEUL TEORETIC ""INDEPENDENTA"" CALAFAT";LICEUL INDEPENDENTA CALAFAT;DOLJ
Liceul Teoretic Internațional București;Liceul Teoretic Internațional București;MUNICIPIUL BUCUREŞTI
Liceul Teoretic Internațional de Informatică Bucuresti;Liceul de Informatică;MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC INTERNAŢIONAL DE INFORMATICĂ CONSTANŢA;LIC TEORETIC DE INFORMATICĂ CȚA;CONSTANŢA
"LICEUL TEORETIC ""IOAN BUTEANU"" SOMCUTA MARE";LT I BUTEANU SOMCUTA;MARAMUREŞ
LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA;LIC TEORETIC ’IOAN COTOVU’ HÂRŞOVA;CONSTANŢA
"LICEUL TEORETIC ""IOAN JEBELEAN"" SÂNNICOLAU MARE";LIC.TEOR. I. JEBELEAN SANNICOLAU MARE;TIMIŞ
Liceul Teoretic 'Ioan Pascu' Codlea;Liceul Teoretic Codlea;BRAŞOV
"LICEUL TEORETIC ""IOAN PETRUŞ"" OTOPENI";"LICEUL TEORETIC ""IOAN PETRUS"" OTOPENI";ILFOV
"LICEUL TEORETIC ""IOAN SLAVICI"" PANCIU";"LIC. TEOR. ""IOAN SLAVICI"" PANCIU";VRANCEA
"LICEUL TEORETIC ""ION AGÂRBICEANU"" JIBOU";"L.T.""I.AGÂRBICEANU"" JIBOU";SĂLAJ
"Liceul Teoretic ""Ion Barbu""";"Lic. Teo. ""Ion Barbu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""ION BARBU"" PITEȘTI";LIC.TEOR. ION BARBU PITEȘTI;ARGEŞ
"LICEUL TEORETIC ""ION BORCEA"" BUHUŞI";"LICEUL TEORETIC ""I.BORCEA"" BUHUSI";BACĂU
"LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI";LIC.TEOR. ION CANTACUZINO PITEȘTI;ARGEŞ
"LICEUL TEORETIC ""ION CREANGĂ"" TULCEA";"LICEUL ""I. CREANGĂ"" TULCEA";TULCEA
"LICEUL TEORETIC ""ION GH. ROȘCA"" OSICA DE SUS";"LIC.TEOR.""I.GH.ROȘCA"" OSICA DE SUS";OLT
LICEUL TEORETIC ”ION GHICA” RĂCARI;LICEUL TEORETIC ”ION GHICA” RĂCARI;DÂMBOVIŢA
LICEUL TEORETIC ”ION HELIADE RĂDULESCU” TÂRGOVIȘTE;LICEUL TEORETIC ”ION HELIADE RĂDULESCU” TGV;DÂMBOVIŢA
LICEUL TEORETIC ”ION LUCA” VATRA DORNEI;LICEUL TEORETIC ”ION LUCA” VATRA DORNEI;SUCEAVA
"LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI";LIC.TEOR. ION MIHALACHE TOPOLOVENI;ARGEŞ
"LICEUL TEORETIC ""ION NECULCE"", TÂRGU FRUMOS";"LIC TEO ""I. NECULCE"" TG. FRUMOS";IAŞI
"LICEUL TEORETIC ""IONIȚĂ ASAN"" CARACAL";"LICEUL TEO ""IONITA ASAN"" CARACAL";OLT
"LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ";LIC. TEO.’I. HASDEU’ MUN.LUGOJ;TIMIŞ
"LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI";LIC.TEOR. IULIA ZAMFIRESCU MIOVENI;ARGEŞ
"LICEUL TEORETIC ""JEAN BART"" SULINA";"LICEUL ""J. BART"" SULINA";TULCEA
"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA";LIC.TEOR..’J.L.CALDERON’ TIMISOARA;TIMIŞ
"Liceul Teoretic ""Jean Monnet""";"Lic. Teo ""Jean Monnet""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""JOSEPH HALTRICH"" SIGHIȘOARA";"LIC. TEOR. ""JOSEPH HALTRICH"" SIGHIŞOARA";MUREŞ
"LICEUL TEORETIC ""JOSIKA MIKLOS"" TURDA";"LICEUL TEORETIC ""JOSIKA MIKLOS"" TURDA";CLUJ
"LICEUL TEORETIC ""JOZEF GREGOR TAJOVSKY"" NĂDLAC";"LICEUL TEORETIC ""JOZEF GREGOR TAJOVSKY"" NĂDLAC";ARAD
"LICEUL TEORETIC ""JOZEF KOZACEK"" BUDOI";"LIT ""JOZEF KOZACEK"" BUDOI";BIHOR
"LICEUL TEORETIC ""KEMÉNY JÁNOS"" TOPLIŢA";"LIT ""KEMENY JANOS"" TOPLITA";HARGHITA
"LICEUL TEORETIC ""KEMÉNY ZSIGMOND"" GHERLA";"LICEUL TEORETIC ""KEMÉNY ZSIGMOND"" GHERLA";CLUJ
"LICEUL TEORETIC ""LASCĂR ROSETTI"", RĂDUCĂNENI";LIC RADUCANENI;IAŞI
"LICEUL TEORETIC ""LEOWEY KLARA"" SIGHETU MARMATIEI";LT L KLARA SIGHET;MARAMUREŞ
"LICEUL TEORETIC ""LITTLE LONDON PIPERA"" VOLUNTARI";"LICEUL TEORETIC ""LITTLE LONDON PIPERA"" VOLUNTAR";ILFOV
"LICEUL TEORETIC ""LIVIU REBREANU"" TURDA";"LICEUL TEORETIC ""LIVIU REBREANU"" TURDA";CLUJ
Liceul Teoretic ”Lucian Blaga”;Lic.Teor. ”Lucian Blaga”;MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""LUCIAN BLAGA"" CLUJ-NAPOCA";"LICEUL TEORETIC ""LUCIAN BLAGA"" CLUJ-NAPOCA";CLUJ
LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA;LIC TEORETIC ’LUCIAN BLAGA’ CȚA;CONSTANŢA
"LICEUL TEORETIC ""LUCIAN BLAGA"" ORADEA";"LICEUL TEORETIC ""LUCIAN BLAGA"" ORADEA";BIHOR
LICEUL TEORETIC “MARIN COMAN”, LOCALITATEA GALATI;"LIC.TEO.""M.COMAN"" GL";GALAŢI
"Liceul Teoretic ""Marin Preda""";"Lic. Teor. ""Marin Preda""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""MARIN PREDA"" TURNU MĂGURELE";"LTE ""MARIN PREDA"" TURNU MĂGURELE";TELEORMAN
"LICEUL TEORETIC ""MARK TWAIN INTERNATIONAL SCHOOL"" VOLUNTARI";"LICEUL TEORETIC ""M. TWAIN INTERNATIONAL"" VOLUNTARI";ILFOV
"LICEUL TEORETIC ""MIHAI EMINESCU"" CALARASI";"LIC. ""MIHAI EMINESCU"" CALARASI";CĂLĂRAŞI
"LICEUL TEORETIC ""MIHAI EMINESCU"" CLUJ-NAPOCA";"LICEUL TEORETIC ""MIHAI EMINESCU"" CLUJ-NAPOCA";CLUJ
"LICEUL TEORETIC ""MIHAI EMINESCU"", MUN. BÂRLAD";LIT MIHAI EMINESCU;VASLUI
Liceul Teoretic Mihai Ionescu;Liceul Mihai Ionescu;MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""MIHAI VELICIU"" CHISINEU-CRIS";"LICEUL TEORETIC ""MIHAI VELICIU"" CHISINEU-CRIS";ARAD
"LICEUL TEORETIC ""MIHAI VITEAZUL"" BAILESTI";LICEUL MIHAI VITEAZUL BAILESTI;DOLJ
"LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL";"LIC.T.""MIHAI VITEAZUL"" CARACAL";OLT
LICEUL TEORETIC ”MIHAI VITEAZUL” VIȘINA;LICEUL TEORETIC ”MIHAI VITEAZUL” VIȘINA;DÂMBOVIŢA
LICEUL TEORETIC 'MIHAIL KOGĂLNICEANU' MIHAIL KOGĂLNICEANU;LIC TEORETIC MIHAIL KOGĂLNICEANU;CONSTANŢA
"LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"", MUN. VASLUI";LIT MIHAIL KOGĂLNICEANU;VASLUI
"LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"" SNAGOV";"LICEUL TEORETIC ""MIHAIL KOGALNICEANU"" SNAGOV";ILFOV
Liceul Teoretic ”Mihail Sadoveanu”;Lic.Teor. ”Mihail Sadoveanu”;MUNICIPIUL BUCUREŞTI
Liceul Teoretic 'Mihail Săulescu' Predeal;Liceul Teoretic Predeal;BRAŞOV
"LICEUL TEORETIC ""MIHAIL SEBASTIAN""";"LICEUL TEORETIC ""MIHAIL SEBASTIAN""";BRĂILA
"Liceul Teoretic ""Mikes Kelemen"" Sfântu Gheorghe";"LIC. TEOR. ""MIKES KELEMEN"" SFÂNTU GHEORGHE";COVASNA
LICEUL TEORETIC MILLENIUM TIMIȘOARA;LIC.TEO. MILLENIUM TIMISOARA;TIMIŞ
"Liceul Teoretic ""Mircea Eliade"" Întorsura Buzăului";"LIC. TEOR. ""MIRCEA ELIADE"" INTORSURA BUZAULUI";COVASNA
"LICEUL TEORETIC ""MIRCEA ELIADE"", LOCALITATEA GALATI";"LIC.TEO.""M.ELIADE"" GL";GALAŢI
"LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI";"LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI";HUNEDOARA
"LICEUL TEORETIC ""MIRON COSTIN"", IAŞI";"LIC ""M. COSTIN"" IASI";IAŞI
"LICEUL TEORETIC ""MIRON COSTIN"", PAŞCANI";"LIC TEO ""M. COSTIN"" PASCANI";IAŞI
Liceul Teoretic 'Mitropolit Ioan Mețianu' Zărnești;Liceul Teoretic Zărnești;BRAŞOV
LICEUL TEORETIC MURFATLAR;LIC TEORETIC MURFATLAR;CONSTANŢA
"Liceul Teoretic ""Nagy Mózes"" Târgu Secuiesc";"LIC. TEOR. ""NAGY MÓZES"" TÂRGU SECUIESC";COVASNA
LICEUL TEORETIC NATIONAL;LICEUL NATIONAL;MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC NEGREȘTI OAȘ;LTN NEGREȘTI OAȘ;SATU MARE
LICEUL TEORETIC NEGRU VODĂ;LIC TEORETIC NEGRU VODĂ;CONSTANŢA
"LICEUL TEORETIC ""NEMETH LASZLO"" BAIA MARE";LT N LASZLO BM;MARAMUREŞ
"Liceul Teoretic ""New Generation School""";Liceul New Generation School;MUNICIPIUL BUCUREŞTI
"Liceul Teoretic ""Nichita Stănescu""";"Lic.Teor. ""Nichita Stănescu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""NICOLAE BĂLCESCU"" CLUJ-NAPOCA";"LICEUL TEORETIC ""NICOLAE BĂLCESCU"" CLUJ-NAPOCA";CLUJ
LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA;LIC TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA;CONSTANŢA
LICEUL TEORETIC ”NICOLAE CARTOJAN” GIURGIU;"LIC.TEORETIC ""NICOLAE CARTOJAN""";GIURGIU
"Liceul Teoretic ""Nicolae Iorga""";"Lic. Teo. ""Nicolae Iorga""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""NICOLAE IORGA""";"LICEUL TEORETIC ""NICOLAE IORGA""";BRĂILA
